TRAIN_PAWS_QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	labels1	labels2	Ground Label
911	326325	b'What is the optimal time period , prior to flying , for booking on-line flight tickets ?'	b'What is the optimal time period , prior to flying , for booking on-line flight tickets ?'	 time period 	 period 	O O O O B E O O O O O O O O O O O	O O O O O S O O O O O O O O O O O	1
922	378772	b'Why do poor people place so much value on friends and relatives compared to those who are wealthy ?'	b'Why do wealthy people place so much value on friends and relatives compared to those who are poor ?'	 poor people 	 poor 	O O B E O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O S O	0
924	504293	"b""What 's the primary cause of voter apathy ? What is the difference between voter apathy and voter fatigue ?"""	"b""What is the primary cause of voter apathy ? What 's the difference between voter apathy and voter fatigue ?"""	 is the difference between 	 's the difference between 	O O O O O O O O O O B I I E O O O O O O	O O O O O O O O O O B I I E O O O O O O	1
928	217096	b'Rebound relationships help you cope up from a bad break up . In a short span of time . True . Now what do you do , when this same thing gets addictive and there is no way it is gon na work ?'	b'Rebound relationships help you work up from a bad break up . In a short span of time . True . Now what do you do , when this same thing gets addictive and there is no way it is gon na cope ?'	 there is no way 	 there is no 	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I E O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I E O O O O O O O	0
928	385174	b'Rebound relationships help you cope up from a bad break up . In a short span of time . True . Now what do you do , when this same thing gets addictive and there is no way it is gon na work ?'	b'Rebound relationships help you work up from a bad break up . In a short span of time . True . Now what do you do , when this same thing gets addictive and there is no way it is gon na cope ?'	 there is no 	 there is no way 	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I E O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I E O O O O O O	0
942	194412	"b""My new WhatsApp number still being used by the previous user ; I was added to all her groups and her account 's blocked settings migrated into mine . How do I solve this ? How do I ensure she 's not receiving messages meant for me ?"""	"b""My new WhatsApp number still being used by the previous user . I was added to all her groups and her account 's blocked settings migrated into mine . How do I solve this ? How do I ensure she 's not receiving messages meant for me ?"""	 's not 	 not 	O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O E O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O S O O O O O O	1
949	527108	"b""`` Can someone correct this sentence if there is a mistake `` Could you post the image with better quality ? `` ? ''"""	b'Can someone correct this sentence if there is a mistake ? Could you post the image with better quality ?'	 better quality 	 quality 	O O O O O O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O O O S O	1
966	130867	"b""My dogs like to lick me when I 'm playing with them . They do it a lot . And with other people too , they just love to lick who is being nice to them . Are they just trying to show affection ?"""	"b""My dogs love to lick me when I 'm playing with them . They do it a lot . And with other people too , they just like to lick who is being nice to them . Are they just trying to show affection ?"""	 just trying to 	 trying to 	O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O I E O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O	1
966	186911	"b""My dogs like to lick me when I 'm playing with them . They do it a lot . And with other people too , they just love to lick who is being nice to them . Are they just trying to show affection ?"""	"b""My dogs love to lick me when I 'm playing with them . They do it a lot . And with other people too , they just like to lick who is being nice to them . Are they just trying to show affection ?"""	 'm playing 	 playing 	O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	1
966	334893	"b""My dogs like to lick me when I 'm playing with them . They do it a lot . And with other people too , they just love to lick who is being nice to them . Are they just trying to show affection ?"""	"b""My dogs love to lick me when I 'm playing with them . They do it a lot . And with other people too , they just like to lick who is being nice to them . Are they just trying to show affection ?"""	 trying to 	 just trying to 	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O I E O O O	1
991	263200	b'Can one old website beat the new one just because of better UI/UX with almost identical function ?'	b'Can one new website beat the old one just because of better UI/UX with almost identical function ?'	 almost identical 	 identical 	O O O O O O O O O O O O O O B E O O	O O O O O O O O O O O O O O O S O O	0
1002	30080	b'Given a long enough exposure time can cheap cameras outperform expensive ones ?'	b'Given a long enough exposure time , can expensive cameras outperform cheap ones ?'	 long enough 	 enough 	O O B E O O O O O O O O O	O O O S O O O O O O O O O O	0
1002	240960	b'Given a long enough exposure time can cheap cameras outperform expensive ones ?'	b'Given a long enough exposure time , can expensive cameras outperform cheap ones ?'	 long enough 	 enough 	O O B E O O O O O O O O O	O O O S O O O O O O O O O O	0
1022	48600	b'Why do rich people live longer than poor people ?'	b'Why do poor people live longer than rich people ?'	 people live 	 live 	O O O B E O O O O O	O O O O S O O O O O	0
1022	378772	b'Why do rich people live longer than poor people ?'	b'Why do poor people live longer than rich people ?'	 poor people 	 poor 	O O O O O O O B E O	O O S O O O O O O O	0
1023	310599	b'Why do many Quorans typically follow very famous people but have few followers ?'	b'Why do famous Quorans typically follow very few people but have many followers ?'	 very famous 	 famous 	O O O O O O B E O O O O O O	O O S O O O O O O O O O O O	0
1026	481713	b'What are the job opportunities for indian students in USA after completion of MS in mechanical engineering in US ?'	b'What are the job opportunities for Indian students in US after completion of MS in Mechanical Engineering in USA ?'	 job opportunities 	 opportunities 	O O O B E O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O	1
1045	107190	"b""What 's a math trick that is not very well-known ?"""	b'What is a math trick that is not very well-known ?'	 very well-known 	 well-known 	O O O O O O O O B E O	O O O O O O O O O S O	1
1062	286718	b'What is the future value three years from now of $ 1000 invested in an account with a compounded annual interest rate of 8 % ? stated semi-annually'	b'What is the future value three years from now of $ 1000 invested in an account with a stated annual interest rate of 8 % ? if compounded semi-annually'	 interest rate 	 interest 	O O O O O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O O O O O S O O O O O O O O	0
1065	350671	b'Are there any countries or regions with majority white people who were colonized or ruled over by nonwhite people in the last 400 years ?'	b'Are there any countries or regions with majority nonwhite people who were colonized or ruled over by white people in the last 400 years ?'	 white people 	 white 	O O O O O O O O B E O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O S O O O O O O O	0
1073	350671	b'Why is there always conflict between black people and white people ? Why can there not be peace ?'	b'Why is there always conflict between white people and black people ? Why can there not be peace ?'	 white people 	 white 	O O O O O O O O O B E O O O O O O O O	O O O O O O S O O O O O O O O O O O O	1
1088	379167	b'What were some major causes of French revolution and Russian revolution ?'	b'What were some major causes of Russian revolution and French revolution ?'	 major causes of 	 causes of 	O O O B I E O O O O O O	O O O O B E O O O O O O	1
1099	348437	"b""Is it worth the effort to reconstruct personal conversations in one 's private blog shortly afterwards ?"""	"b""Is it worth the effort to reconstruct private conversations in one 's personal blog shortly afterwards ?"""	 shortly afterwards 	 afterwards 	O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O S O	0
1099	456190	"b""Is it worth the effort to reconstruct personal conversations in one 's private blog shortly afterwards ?"""	"b""Is it worth the effort to reconstruct private conversations in one 's personal blog shortly afterwards ?"""	 shortly afterwards 	 shortly 	O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O S O O	0
1108	269453	b'Why do we hear cuckoos coo only in summers ? Why is it that they sound very human and almost melodious too ?'	b'Why do we hear cuckoos coo only in summers ? Why is it that they sound almost human and very melodious too ?'	 very human 	 human 	O O O O O O O O O O O O O O O O B E O O O O O	O O O O O O O O O O O O O O O O O S O O O O O	0
1147	10596	b'What are the websites you visit daily and/or most often and why ?'	b'What are the websites you visit daily and/or most often and why ?'	 most often 	 often 	O O O O O O O O B E O O O	O O O O O O O O O S O O O	1
1160	284622	b'What are the laws and regulations regarding bail bonds in Alabama and how does it differ from Alaska ?'	b'What are the laws and regulations regarding bail bonds in Alaska and how does it differ from Alabama ?'	 laws and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O	0
1160	341852	b'What are the laws and regulations regarding bail bonds in Alabama and how does it differ from Alaska ?'	b'What are the laws and regulations regarding bail bonds in Alaska and how does it differ from Alabama ?'	 laws and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O	0
1160	341853	b'What are the laws and regulations regarding bail bonds in Alabama and how does it differ from Alaska ?'	b'What are the laws and regulations regarding bail bonds in Alaska and how does it differ from Alabama ?'	 laws and regulations 	 and regulations 	O O O B I E O O O O O O O O O O O O O	O O O O B E O O O O O O O O O O O O O	0
1160	441797	b'What are the laws and regulations regarding bail bonds in Alabama and how does it differ from Alaska ?'	b'What are the laws and regulations regarding bail bonds in Alaska and how does it differ from Alabama ?'	 and regulations 	 laws and regulations 	O O O O B E O O O O O O O O O O O O O	O O O B I E O O O O O O O O O O O O O	0
