QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	label
4699.0	45174.0	Who are some lesser known important historical figures of Montenegro and what should people know about them?	Who are some lesser known important historical figures of Iceland and what should people know about them?	 know about 	 known 	0
4719.0	1235157.0	What are some good school life hacks?	What are the best school life hacks?	 school life 	 school 	1
4783.0	1322379.0	Do you think India will be able to curb blank money?	How can Seychelles help India in curbing black money?	 be able to 	 can 	0
4802.0	1188631.0	Can the world's oil reserves be depleted?	Can the world's oil reserves ever be depleted?	 oil reserves 	 reserves 	1
4990.0	871605.0	Which is the best health insurance plan for family?	What are the best health insurance plans for family?	 health insurance 	 insurance 	1
5056.0	987368.0	What are the pros and cons of being a cop?	What are the pros and cons of becoming a cop?	 of being a 	 of becoming a 	1
5078.0	598357.0	How widely accepted are credit cards at small businesses and restaurants in Liberia?	How widely accepted are credit cards at small businesses and restaurants in Australia?	 credit cards 	 cards 	0
5079.0	92972.0	What is the infant mortality rate for Europe?	What is the infant mortality rate for Russia?	 mortality rate 	 mortality 	0
5079.0	959870.0	What is the infant mortality rate for Europe?	What is the infant mortality rate for Russia?	 mortality rate 	 mortality 	0
5079.0	1429634.0	What is the infant mortality rate for Europe?	What is the infant mortality rate for Russia?	 the infant mortality rate 	 infant mortality 	0
5092.0	413574.0	Why can't the indian education system improve?	How can we practically improve the indian education system for better india?	 education system 	 education 	0
5092.0	432593.0	Why can't the indian education system improve?	How can we practically improve the indian education system for better india?	 education system 	 education 	0
5113.0	767695.0	What are some examples of social justice issues in the Bible?	What are examples of social justice issues?	 justice issues 	 justice 	0
5187.0	465745.0	What trivia (and/or little-known facts) do you find interesting about Spain?	What trivia (and/or little-known facts) do you find interesting about Denmark?	 find interesting 	 interesting 	0
5187.0	912202.0	What trivia (and/or little-known facts) do you find interesting about Spain?	What trivia (and/or little-known facts) do you find interesting about Denmark?	 interesting 	 find interesting 	0
5200.0	413064.0	Why is public education failing?	What is wrong with the public education system?	 public education 	 education 	1
5200.0	1046050.0	Why is public education failing?	What is wrong with the public education system?	 public education 	 education 	1
5241.0	120665.0	What is the most successful religion?	What's the most successful religion?	 most successful 	 successful 	1
5244.0	1125483.0	What is the best thing to say when someone tells you they are a Trump supporter?	What is the best thing to say if someone tells you they are a Trump supporter?	 best thing to 	 thing to 	1
5245.0	176732.0	Can you identify yourself without identifying with others?	How does one identify with others?	 identify yourself 	 identify 	0
5275.0	1076898.0	Was global warming replaced by climate change because they found there was no global warming?	Is global warming now called climate change? If yes, why did they change the name?	 climate change 	 climate 	1
5311.0	336550.0	Does Jimmy Wales use Wikipedia to answer questions on Quora?	What devices does Jimmy Wales use to answer questions on Quora?	 to answer questions 	 to answer 	0
5311.0	551217.0	Does Jimmy Wales use Wikipedia to answer questions on Quora?	What devices does Jimmy Wales use to answer questions on Quora?	 to answer 	 to answer questions 	0
5311.0	945436.0	Does Jimmy Wales use Wikipedia to answer questions on Quora?	What devices does Jimmy Wales use to answer questions on Quora?	 to answer 	 answer questions 	0
5311.0	1157330.0	Does Jimmy Wales use Wikipedia to answer questions on Quora?	What devices does Jimmy Wales use to answer questions on Quora?	 answer questions 	 to answer 	0
5311.0	1214506.0	Does Jimmy Wales use Wikipedia to answer questions on Quora?	What devices does Jimmy Wales use to answer questions on Quora?	 to answer 	 answer questions 	0
5322.0	1207167.0	Do Anybody know the cut off marks for ST in Assam CEE?	What was JEE advance cut off mark in 2015?	 cut off 	 cut 	0
5339.0	1216807.0	How are the insurance companies pay benefit given that they have already invested reserves in the start of each year?	I am about to start a new venture in the form of a website, and I have a few investors who are interested in making an investment in return for a stake in the company. How can I accurately figure out what percent of ownership to allocate to each person relative to his/her investment value?	 have already 	 have 	0
5395.0	66315.0	Where can I get professionally qualified & highly skilled painters in Sydney?	Where can I hire professional and skilled painters in Sydney?	 highly skilled 	 skilled 	1
5395.0	484207.0	Where can I get professionally qualified & highly skilled painters in Sydney?	Where can I hire professional and skilled painters in Sydney?	 professionally qualified 	 professional 	1
5425.0	239527.0	How can one earn money online without investment?	Is there any way I can earn money online without any kind of investment?	 earn money 	 earn 	1
5442.0	1368610.0	Why do I get bored with things so quickly and easily?	How come i get bored so easily?	 get bored 	 bored 	1
5450.0	1100835.0	What does Shri Narendra Modi as a prime minister expects from the citizens or youth of India?	What is prime minister Modi expecting from the people of India? Why does he always seems to be in advising spree?	 prime minister 	 prime 	1
5450.0	1401947.0	What does Shri Narendra Modi as a prime minister expects from the citizens or youth of India?	What is prime minister Modi expecting from the people of India? Why does he always seems to be in advising spree?	 prime minister 	 minister 	1
5472.0	1310937.0	What does it feel like for a male to date or marry someone who is older than you?	What does it feel like to be married to a woman who is significantly older than you?	 feel like 	 like 	1
5576.0	1310937.0	What does it feel like to be in a lesbian relationship compared to a straight one?	What is it like to be in a lesbian relationship compared to a straight relationship?	 feel like 	 like 	1
5602.0	1445253.0	How can I delete my own question from Quora?	How do I erase all my answers and question on Quora?	 own question 	 question 	1
5666.0	992891.0	What are the best new 3d printers or inventions that most people don't know about?	What are the best new smartphone inventions that most people don't know about?	 most people 	 most 	0
5695.0	65011.0	When was the last time you felt completely stress free or happy?	When was the last time you were truly happy?	 was the last time 	 was the last 	1
5695.0	135117.0	When was the last time you felt completely stress free or happy?	When was the last time you were truly happy?	 was the last 	 was the last time 	1
