	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
180	2248395289.jpg#2r1e	703675.0	A sculptor in a teal sweater works on stone with a chisel and mallet.	An artist is working on a piece of art.	 works on 	 is working on 	entailment
181	2248395289.jpg#2r1e	703684.0	A sculptor in a teal sweater works on stone with a chisel and mallet.	An artist is working on a piece of art.	 works on 	 is working on 	entailment
182	4628656756.jpg#1r4e	768108.0	A man in a blue shirt preparing to take a picture of figurines on a small red table.	A man is getting ready to take a picture.	 preparing to 	 is getting ready to 	entailment
183	4628656756.jpg#1r4n	768108.0	A man in a blue shirt preparing to take a picture of figurines on a small red table.	The man is getting ready to take a picture of some figurines so he can sell them.	 preparing to 	 is getting ready to 	neutral
184	4628656756.jpg#1r2e	768108.0	A man in a blue shirt preparing to take a picture of figurines on a small red table.	A man is getting ready to take a picture.	 preparing to 	 is getting ready to 	entailment
185	4711694578.jpg#2r1e	995035.0	Young people are playing in the snow while an older person seems to be taking pictures.	Young people play in the snow.	 playing in 	 play in 	entailment
186	4711694578.jpg#2r1e	1002727.0	Young people are playing in the snow while an older person seems to be taking pictures.	Young people play in the snow.	 playing in 	 play in 	entailment
187	4711694578.jpg#2r1n	995035.0	Young people are playing in the snow while an older person seems to be taking pictures.	Young people play in the fresh snow.	 playing in 	 play in 	neutral
188	4711694578.jpg#2r1n	1002727.0	Young people are playing in the snow while an older person seems to be taking pictures.	Young people play in the fresh snow.	 playing in 	 play in 	neutral
189	122958692.jpg#0r1e	609607.0	A man in white playing tennis is still in midair after jumping to hit the ball.	The man is in the air.	 is still in 	 is in 	entailment
190	122958692.jpg#0r1e	609625.0	A man in white playing tennis is still in midair after jumping to hit the ball.	The man is in the air.	 is still in 	 is in 	entailment
191	122958692.jpg#0r1e	1483872.0	A man in white playing tennis is still in midair after jumping to hit the ball.	The man is in the air.	 is still in 	 is in the 	entailment
192	3335660166.jpg#4r1n	211810.0	A group of people living on the street.	A large family living on the street.	 people living on 	 living on 	neutral
193	764507.jpg#2r1c	387662.0	This group of young people is sitting on the floor.	The group of young people is standing in a circle.	 of young people 	 of young 	contradiction
194	764507.jpg#2r1c	658453.0	This group of young people is sitting on the floor.	The group of young people is standing in a circle.	 of young people is 	 of young 	contradiction
195	764507.jpg#2r1c	667412.0	This group of young people is sitting on the floor.	The group of young people is standing in a circle.	 of young 	 of young people is 	contradiction
196	764507.jpg#2r1c	958599.0	This group of young people is sitting on the floor.	The group of young people is standing in a circle.	 young people 	 young 	contradiction
197	764507.jpg#2r1c	1248101.0	This group of young people is sitting on the floor.	The group of young people is standing in a circle.	 of young 	 young people is 	contradiction
198	764507.jpg#2r1e	387662.0	This group of young people is sitting on the floor.	A group of young people is sitting on the ground.	 of young people 	 of young 	entailment
199	764507.jpg#2r1e	658453.0	This group of young people is sitting on the floor.	A group of young people is sitting on the ground.	 of young people is 	 of young 	entailment
200	764507.jpg#2r1e	667412.0	This group of young people is sitting on the floor.	A group of young people is sitting on the ground.	 of young 	 of young people is 	entailment
201	764507.jpg#2r1e	958599.0	This group of young people is sitting on the floor.	A group of young people is sitting on the ground.	 young people 	 young 	entailment
202	764507.jpg#2r1e	1248101.0	This group of young people is sitting on the floor.	A group of young people is sitting on the ground.	 of young 	 young people is 	entailment
203	764507.jpg#2r1n	387662.0	This group of young people is sitting on the floor.	A group of young people sitting on the floor is singing a song together.	 of young people 	 of young 	neutral
204	764507.jpg#2r1n	658453.0	This group of young people is sitting on the floor.	A group of young people sitting on the floor is singing a song together.	 of young people is 	 of young 	neutral
205	764507.jpg#2r1n	958599.0	This group of young people is sitting on the floor.	A group of young people sitting on the floor is singing a song together.	 young people 	 young 	neutral
206	81147693.jpg#0r2e	454385.0	"A woman in a pink coat stands in the snow beside a ""telephone booth"", smiling as she holds a small shovel."	A woman wearing a coat is standing in the snow with a shovel.	 stands in 	 standing in 	entailment
207	2872099696.jpg#1r5e	703675.0	A man with chin-length light hair works on a sculpture.	The man is working on a sculpture.	 works on 	 is working on 	entailment
208	2872099696.jpg#1r5e	703684.0	A man with chin-length light hair works on a sculpture.	The man is working on a sculpture.	 works on 	 is working on 	entailment
209	4550532403.jpg#1r1e	808938.0	A man in a collared shirt talking to another man in sunglasses.	Two men are talking.	 another man 	 men 	entailment
210	4550532403.jpg#1r1c	808939.0	A man in a collared shirt talking to another man in sunglasses.	A naked man is talking to another man.	 another man 	 man 	contradiction
211	6468440411.jpg#1r1c	688735.0	A man is lying down next to a river and smoking a cigarette.	a woman is lying down	 lying down 	 lying 	contradiction
212	6468440411.jpg#1r1n	688735.0	A man is lying down next to a river and smoking a cigarette.	a young man is lying down	 lying down 	 lying 	neutral
213	6468440411.jpg#1r1e	688735.0	A man is lying down next to a river and smoking a cigarette.	a man is lying down	 lying down 	 lying 	entailment
214	6468440411.jpg#2r1c	1266467.0	A young man leans his head back as he smokes during sunset.	A young man exercising in the room.	 young man 	 young 	contradiction
215	6468440411.jpg#2r1e	1266467.0	A young man leans his head back as he smokes during sunset.	A young man smoking.	 young man 	 young 	entailment
216	6468440411.jpg#2r1n	1266467.0	A young man leans his head back as he smokes during sunset.	A young man is taking a break.	 young man 	 young 	neutral
217	3721977689.jpg#3r1e	703675.0	A man in a black t-shirt works on a race car.	The man is working on something.	 works on 	 is working on 	entailment
218	3721977689.jpg#3r1e	703684.0	A man in a black t-shirt works on a race car.	The man is working on something.	 works on 	 is working on 	entailment
219	3721977689.jpg#3r1c	703675.0	A man in a black t-shirt works on a race car.	The man is working on a truck.	 works on 	 is working on 	contradiction
220	3721977689.jpg#3r1c	703684.0	A man in a black t-shirt works on a race car.	The man is working on a truck.	 works on 	 is working on 	contradiction
221	6988434736.jpg#1r1n	1099758.0	An elderly person is getting their haircut by another person wearing a cap, in front of a sign with Chinese characters.	An older person is getting their haircut for a date.	 another person 	 person 	neutral
222	6988434736.jpg#1r1c	1099758.0	An elderly person is getting their haircut by another person wearing a cap, in front of a sign with Chinese characters.	A person is getting hair extensions.	 another person 	 person 	contradiction
223	5200715254.jpg#1r1c	1266467.0	A young man looking at the sky through a personal telescope in the evening.	The young man is building a bird house.	 young man 	 young 	contradiction
224	5200715254.jpg#1r1n	1266467.0	A young man looking at the sky through a personal telescope in the evening.	The young man with the telescope is loking for stars.	 young man 	 young 	neutral
225	5200715254.jpg#1r1e	1266467.0	A young man looking at the sky through a personal telescope in the evening.	There is a young man using a telescope.	 young man 	 young 	entailment
226	4901256030.jpg#4r1n	891196.0	Too older people with baskets.	Two older women carrying baskets on their heads.	 older people 	 older 	neutral
227	4948865477.jpg#0r4e	614918.0	A man in a blue jacket has fallen asleep while sitting on a fold-able chair, with a fishing pole and a green umbrella.	A man falls asleep fishing.	 fallen asleep 	 asleep 	entailment
228	4948865477.jpg#0r2e	614918.0	A man in a blue jacket has fallen asleep while sitting on a fold-able chair, with a fishing pole and a green umbrella.	A man has fallen asleep in his chair.	 fallen asleep 	 asleep 	entailment
229	4948865477.jpg#0r4c	614918.0	A man in a blue jacket has fallen asleep while sitting on a fold-able chair, with a fishing pole and a green umbrella.	A man falls asleep on his couhc.	 fallen asleep 	 asleep 	contradiction
230	4948865477.jpg#0r4n	614918.0	A man in a blue jacket has fallen asleep while sitting on a fold-able chair, with a fishing pole and a green umbrella.	A man falls asleep fishing with friends.	 fallen asleep 	 asleep 	neutral
231	3217056901.jpg#4r1c	34741.0	Four kids turn around to be photographed.	Two kids turn around to see the attraction.	 turn around 	 turn 	contradiction
232	3217056901.jpg#4r1c	640229.0	Four kids turn around to be photographed.	Two kids turn around to see the attraction.	 turn around 	 turn 	contradiction
233	3217056901.jpg#4r1c	1406864.0	Four kids turn around to be photographed.	Two kids turn around to see the attraction.	 turn 	 turn around 	contradiction
234	3217056901.jpg#4r1n	34741.0	Four kids turn around to be photographed.	Four kids turn around to be photographed with the horse.	 turn around 	 turn 	neutral
235	3217056901.jpg#4r1n	640229.0	Four kids turn around to be photographed.	Four kids turn around to be photographed with the horse.	 turn around 	 turn 	neutral
236	3217056901.jpg#4r1n	1406864.0	Four kids turn around to be photographed.	Four kids turn around to be photographed with the horse.	 turn 	 turn around 	neutral
237	146903144.jpg#2r4e	302929.0	A man and a woman are standing in the middle of the highway looking at motorcycles on the road as traffic is passing.	Two people stand in the highway looking at motorcyles	 standing in 	 stand in 	entailment
